IMO,Name of ship,Gross tonnage,Type of ship,Vessel Size,Year of build,Controller,Flag,Class,Last Survey,Russian lifter,Iran Linked?,Re Classed in 2022,Transacted in 2022,Suspicious
9433303,LOKHOLMEN,11551,Chemical/Oil Products Tanker,Small Tanker,2009,Norbulk Shipping UK Ltd.,Marshall Islands (MHL),ABS,23/8/2019,, , ,,
9254915,MARTINA,57683,Crude Oil Tanker,Aframax,2004,MARIAM SHIP MANAGEMENT,Panama (PAN),BV,23/1/2019,,YES, ,,YES
9436408,STORHOLMEN,11551,Chemical/Oil Products Tanker,Small Tanker,2010,Norbulk Shipping UK Ltd.,Marshall Islands (MHL),ABS,23/9/2020,, , ,,
9264465,ZHENG HE 3,11552,Chemical Tanker,Small Tanker,2002,UNKNOWN,Liberia (LBR),NKK,23/10/2017,, , ,,
9675925,YU YI,11553,Oil Products Tanker,Small Tanker,2013,Maple Leaf Shipping,"Hong Kong, China (HKG)",BV,7/2/2018,, , ,,
9223344,NARSA,57683,Crude Oil Tanker,Aframax,2002,KHOR AL ZUBAIR SHIPPING,Liberia (LBR),NV,24/7/2017,, , ,,
9467732,SWARNA KAMAL,57702,Crude Oil Tanker,Aframax,2010,SCI,India (IND),ABS,1/10/2021,, , ,,
9297553,MONTEGO,57711,Crude Oil Tanker,Aframax,2006,CARDIFF MARINE,Liberia (LBR),ABS,14/1/2021,YES, , ,,
9400409,JBU OPAL,11561,Chemical/Oil Products Tanker,Small Tanker,2009,UNKNOWN,Marshall Islands (MHL),NKK,1/5/2019,, , ,,
9412725,JBU SAPPHIRE,11561,Chemical/Oil Products Tanker,Small Tanker,2009,UNKNOWN,Korea (Republic of) (KOR),KR,23/7/2019,, , ,,
9467720,SWARNA JAYANTI,57727,Crude Oil Tanker,Aframax,2010,SCI,India (IND),ABS,29/7/2021,, , ,,
9340427,LILA CONFIDENCE,11561,Chemical/Oil Products Tanker,Small Tanker,2006,UNKNOWN,Liberia (LBR),KR,3/11/2020,, , ,,
9489027,ABU DHABI-III,57748,Crude Oil Tanker,Aframax,2011,ADNOC,Liberia (LBR),LRS,1/7/2016,, , ,,
9340439,OCEAN PIONEER NO. 2,11561,Chemical/Oil Products Tanker,Small Tanker,2006,UNKNOWN,Marshall Islands (MHL),BV,8/10/2016,, , ,,
9392999,JBU ONYX,11565,Chemical/Oil Products Tanker,Small Tanker,2008,Fleet Management Limited,Korea (Republic of) (KOR),BV,25/9/2018,, , ,,
9249594,MAC JAKARTA,11566,Chemical/Oil Products Tanker,Small Tanker,2001,UNKNOWN,Panama (PAN),KR,19/10/2016,, , ,,
9340415,AL MAHBOOBAH,11568,Chemical/Oil Products Tanker,Small Tanker,2006,BAHRI,Saudi Arabia (SAU),NKK,2/2/2016,, , ,,
9477517,PVT FLORA,11568,Chemical/Oil Products Tanker,Small Tanker,2010,UNKNOWN,Panama (PAN),NKK,16/10/2020,, , ,,
9489039,LIWA-V,57748,Crude Oil Tanker,Aframax,2011,ADNOC,Liberia (LBR),LRS,30/9/2016,, , ,,
9273844,AFRAMAX RIO,57948,Crude Oil Tanker,Aframax,2004,Hellenic Tankers,Panama (PAN),RINA,28/6/2019,, , ,,
9296872,MTM LONDON,11568,Chemical Tanker,Small Tanker,2003,MT Maritime,Singapore (SGP),NKK,16/12/2018,, , ,,
9340489,EASTERLY AS OLIVIA,11570,Chemical/Oil Products Tanker,Small Tanker,2007,UNKNOWN,Marshall Islands (MHL),BV,17/7/2017,, , ,,
9282912,AFRAMAX RIVIERA,57948,Crude Oil Tanker,Aframax,2005,Hellenic Tankers,Panama (PAN),RINA,16/10/2020,, , ,,
9259185,HEBE,57979,Crude Oil Tanker,Aframax,2002,ONBOARD SHIP MANAGEMENT LTD,Panama (PAN),NKK,8/6/2017,,YES, ,,YES
9259197,THALIA III,57979,Crude Oil Tanker,Aframax,2003,MUNNE CO LTD,Panama (PAN),NKK,12/2/2018,, , ,YES,
9363819,EASTERLY AS OMARIA,11570,Chemical/Oil Products Tanker,Small Tanker,2007,UNKNOWN,Marshall Islands (MHL),BV,28/4/2017,, , ,,
9340477,OCTONAUT,11570,Chemical/Oil Products Tanker,Small Tanker,2007,Stolt Tankers,Marshall Islands (MHL),BV,21/3/2017,, , ,,
9297541,BONITA,58054,Crude Oil Tanker,Aframax,2006,CARDIFF MARINE,Marshall Islands (MHL),ABS,21/10/2020,YES, , ,,
9266841,LIANA,58070,Crude Oil Tanker,Aframax,2003,Bihar International,Saudi Arabia (SAU),LRS,4/4/2019,, , ,YES,
9266853,SEA HAZEL,58070,Crude Oil Tanker,Aframax,2004,SEA WORLD MANAGEMENT,Marshall Islands (MHL),LRS,5/6/2019,, , ,,
9363821,ORCHID KEFALONIA,11570,Chemical/Oil Products Tanker,Small Tanker,2008,Stolt Tankers,Marshall Islands (MHL),BV,12/6/2017,, , ,,
9304332,CELSIUS MUMBAI,11571,Chemical/Oil Products Tanker,Small Tanker,2005,Celsius Shipping,Marshall Islands (MHL),KR,21/10/2020,, , ,,
9266865,SEA HOLLY,58070,Crude Oil Tanker,Aframax,2004,SEA WORLD MANAGEMENT,Marshall Islands (MHL),LRS,13/7/2019,, , ,,
9485849,GT STAR,11571,Chemical/Oil Products Tanker,Small Tanker,2012,Hansa Tankers,Philippines (PHL),BV,23/9/2016,, , ,,
9304320,MIAMI,11571,Chemical/Oil Products Tanker,Small Tanker,2005,Celsius Shipping,Tuvalu (TUV),KR,13/9/2020,, , ,,
9266877,SEA VINE,58070,Crude Oil Tanker,Aframax,2004,SEA WORLD MANAGEMENT,Marshall Islands (MHL),LRS,28/5/2019,, , ,,
9508158,CHEM JUPITER,11572,Chemical/Oil Products Tanker,Small Tanker,2008,Ace Tankers,Liberia (LBR),NKK,20/12/2018,, , ,,
9263136,MT CARP,11573,Chemical/Oil Products Tanker,Small Tanker,2002,UNKNOWN,Vietnam (VNM),KR,3/6/2017,, , ,,
9276248,YARA,11573,Chemical/Oil Products Tanker,Small Tanker,2003,UNKNOWN,Vietnam (VNM),KR,22/3/2018,, , ,,
9286554,LUCKY CHEM,11580,Chemical/Oil Products Tanker,Small Tanker,2004,Fleet Management Limited,Panama (PAN),NKK,26/10/2017,, , ,,
9286542,PUTUOSHAN,11580,Chemical/Oil Products Tanker,Small Tanker,2004,UNKNOWN,Liberia (LBR),NKK,9/8/2019,, , ,,
9256468,ELSA,58088,Crude Oil Tanker,Aframax,2003,DELTA,Belize (BLZ),ABS,22/8/2018,YES,YES, ,,YES
9330599,LAMBADA,58088,Crude Oil Tanker,Aframax,2006,Spring Marine,Marshall Islands (MHL),ABS,16/7/2016,, , ,,
9249180,NEW FRIENDSHIP,58088,Crude Oil Tanker,Aframax,2003,New Shipping,Liberia (LBR),ABS,6/12/2021,, , ,,
9249178,NUSA MERDEKA,58088,Crude Oil Tanker,Aframax,2003,Gemilang Bina Lintas Tirta,Indonesia (IDN),ABS,6/3/2018,, , ,,
9281891,MEROPE,58100,Crude Oil Tanker,Aframax,2003,SHANGHAI FUTURE SHIP MANAGEMENT,Liberia (LBR),KR,15/9/2018,YES,YES, ,,YES
9296195,PAROS,58118,Crude Oil Tanker,Aframax,2003,New Shipping,Panama (PAN),BV,9/7/2022,, , ,,
9270555,QUETTA,58118,Crude Oil Tanker,Aframax,2003,PNSC,Pakistan (PAK),ABS,19/6/2018,, , ,,
9198094,JOLIE,58125,Crude Oil Tanker,Aframax,2000,TRANSMORFLOT LLC,Cameroon (CMR),#N/A,#N/A,,YES, ,,YES
9257814,TOREX,58127,Crude Oil Tanker,Aframax,2003,UNKNOWN,Panama (PAN),LRS,22/1/2018,YES, , ,YES,
9314088,LYRA,58136,Crude Oil Tanker,Aframax,2004,COUREAGE CO LTD,Panama (PAN),ABS,23/8/2019,YES, , ,,
9297333,MINERVA CLARA,58156,Crude Oil Tanker,Aframax,2006,Minerva Marine,Greece (GRC),ABS,22/12/2015,YES, , ,,
9276573,MINERVA ELEONORA,58156,Crude Oil Tanker,Aframax,2004,Minerva Marine,Liberia (LBR),ABS,5/4/2019,, , ,,
9297321,MINERVA ELLIE,58156,Crude Oil Tanker,Aframax,2005,Minerva Marine,Greece (GRC),ABS,9/9/2020,YES, , ,,
9276561,MINERVA HELEN,58156,Crude Oil Tanker,Aframax,2004,Minerva Marine,Liberia (LBR),ABS,27/3/2019,YES, , ,,
9276585,MINERVA ROXANNE,58156,Crude Oil Tanker,Aframax,2004,Minerva Marine,Liberia (LBR),ABS,10/5/2019,, , ,,
9379844,MTM HAMBURG,11585,Chemical/Oil Products Tanker,Small Tanker,2008,MT Maritime,Singapore (SGP),NKK,12/6/2018,, , ,,
9277541,LAHORE,58158,Crude Oil Tanker,Aframax,2003,PNSC,Pakistan (PAK),LRS,20/8/2018,, , ,,
9340465,BIA,11587,Chemical/Oil Products Tanker,Small Tanker,2006,Columbia Shipmanagement,Panama (PAN),NKK,24/9/2016,, , ,,
9257802,CHOLA QUEEN,58166,Crude Oil Tanker,Aframax,2002,GRAND MARITIME SERVICES PTE,Panama (PAN),ABS,9/11/2017,,YES, ,YES,YES
9250892,MELIA,58166,Crude Oil Tanker,Aframax,2003,UNKNOWN,Vietnam (VNM),ABS,17/4/2018,, , ,,
9253076,MIRA,58166,Crude Oil Tanker,Aframax,2003,SAO VIET PETROL TRANSPORTATION,Vietnam (VNM),ABS,19/10/2018,, , ,,
9250907,RANI,58166,Crude Oil Tanker,Aframax,2003,GRAND MARITIME SERVICES PTE,Panama (PAN),RINA,13/12/2020,,YES, ,,YES
9340453,OCEAN HOPE,11587,Chemical/Oil Products Tanker,Small Tanker,2006,UNKNOWN,Korea (Republic of) (KOR),KR,13/10/2021,, , ,,
9327138,SEA DELTA,11590,Chemical/Oil Products Tanker,Small Tanker,2005,UNKNOWN,"Hong Kong, China (HKG)",NKK,18/4/2020,, , ,,
9360453,MARDAN,58168,Crude Oil Tanker,Aframax,2007,PNSC,Pakistan (PAK),ABS,12/8/2017,, , ,,
9360465,SARGODHA,58168,Crude Oil Tanker,Aframax,2008,AET,Pakistan (PAK),ABS,27/2/2018,, , ,,
9333228,SEA ELEGANT,11590,Chemical/Oil Products Tanker,Small Tanker,2005,UNKNOWN,"Hong Kong, China (HKG)",NKK,17/9/2020,, , ,,
9327140,SEA FORTUNE,11590,Chemical/Oil Products Tanker,Small Tanker,2005,UNKNOWN,"Hong Kong, China (HKG)",NKK,22/6/2020,, , ,,
9363857,SINAR MENDAWAI,11590,Chemical/Oil Products Tanker,Small Tanker,2008,UNKNOWN,Singapore (SGP),NKK,26/6/2018,, , ,,
9363845,STANLEY PARK,11590,Chemical/Oil Products Tanker,Small Tanker,2008,ULTRATANK,United Kingdom (GBR),NKK,3/4/2018,, , ,,
9285861,MINERVA IRIS,58193,Crude Oil Tanker,Aframax,2004,Minerva Marine,Greece (GRC),ABS,12/12/2019,, , ,,
9276597,MINERVA LISA,58193,Crude Oil Tanker,Aframax,2004,Minerva Marine,Greece (GRC),ABS,12/10/2019,YES, , ,,
9255983,ZHENG HE 1,11590,Chemical/Oil Products Tanker,Small Tanker,2002,Unknown Chinese,Liberia (LBR),NKK,27/4/2017,, , ,,
9305544,CNC DREAM,11594,Chemical/Oil Products Tanker,Small Tanker,2004,UNKNOWN,Korea (Republic of) (KOR),KR,7/5/2019,, , ,,
9284594,LEOPARD,58194,Crude Oil Tanker,Aframax,2004,PETRORUSS,Vietnam (VNM),ABS,26/3/2019,YES,YES, ,,YES
9284582,PANDA,58194,Crude Oil Tanker,Aframax,2004,SAO VIET PETROL TRANSPORTATION,Vietnam (VNM),ABS,18/2/2019,,YES, ,,YES
9292981,SAGAR VIOLET,58194,Crude Oil Tanker,Aframax,2004,LAGOSMARINE LTD,Palau (Republic of) (PLW),ABS,22/10/2019,YES, ,YES,,YES
9292979,SKY 1,58194,Crude Oil Tanker,Aframax,2004,GATIK SHIPMANAGEMENT,St.Kitts and Nevis (KNA),ABS,26/8/2019,YES, , ,YES,YES
9288576,SG FRIENDSHIP,11594,Chemical/Oil Products Tanker,Small Tanker,2003,Anglo-Eastern Ship Management Ltd,Panama (PAN),NKK,15/5/2018,, , ,,
9314105,SONGA CORAL,58217,Crude Oil Tanker,Aframax,2005,SIGNAL MARITIME,Marshall Islands (MHL),KR,13/1/2020,YES, , ,YES,YES
9299941,AMARIN INDAH,58225,Crude Oil Tanker,Aframax,2005,Pertamina,Indonesia (IDN),BV,22/3/2021,, , ,,
9237412,JAG LAVANYA,58374,Crude Oil Tanker,Aframax,2004,SIGNAL MARITIME,India (IND),IRS,19/1/2019,, , ,,
9253313,CORAL I,58405,Crude Oil Tanker,Aframax,2003,EASTERN PACIFIC SHIPPING,Liberia (LBR),LRS,9/8/2018,, , ,,
9435296,BEI HAI WEI WANG,58416,Crude Oil Tanker,Aframax,2007,Shanghai North Sea Shipping,China Peoples's Republic (CHN),CCS,14/8/2017,, , ,,
9323778,JAL SIDDHI,11615,Chemical/Oil Products Tanker,Small Tanker,2006,WOMAR,Singapore (SGP),NKK,23/11/2016,, , ,,
9509035,BEI HAI ZHAN WANG,58416,Crude Oil Tanker,Aframax,2008,Shanghai North Sea Shipping,China Peoples's Republic (CHN),CCS,2/11/2018,, , ,,
9308857,CARMEL,58418,Crude Oil Tanker,Aframax,2006,TMS Tankers,Liberia (LBR),ABS,19/2/2016,, , ,,
9296884,LILA FRONTIER,11615,Chemical/Oil Products Tanker,Small Tanker,2004,UNKNOWN,Liberia (LBR),KR,18/8/2019,, , ,,
9323766,T VEGA,11615,Chemical/Oil Products Tanker,Small Tanker,2006,Jiang Y,Liberia (LBR),LRS,10/1/2022,, , ,,
9380972,EASTERLY LIME GALAXY,11623,Chemical/Oil Products Tanker,Small Tanker,2008,UNKNOWN,Marshall Islands (MHL),KR,1/12/2018,, , ,,
9377779,MONTEREY,58418,Crude Oil Tanker,Aframax,2007,CARDIFF MARINE,Liberia (LBR),ABS,29/3/2017,YES, , ,,
9363833,GOBY,11623,Chemical/Oil Products Tanker,Small Tanker,2008,UNKNOWN,Vietnam (VNM),KR,10/6/2017,,YES, ,,YES
9324215,G SILVER,11625,Chemical/Oil Products Tanker,Small Tanker,2004,UNKNOWN,Korea (Republic of) (KOR),KR,9/12/2019,, , ,,
9304344,MARMOTAS,11626,Chemical/Oil Products Tanker,Small Tanker,2005,Fleet Management Limited,Marshall Islands (MHL),NKK,7/6/2020,, , ,,
9287297,BEGONIA,11627,Chemical/Oil Products Tanker,Small Tanker,2003,WILMAR,Tuvalu (TUV),BV,19/1/2023,, , ,,
9340441,EASTERLY BEECH GALAXY,11628,Chemical/Oil Products Tanker,Small Tanker,2007,UNKNOWN,Marshall Islands (MHL),KR,28/12/2016,, , ,,
9291456,MTM ANTWERP,11628,Chemical/Oil Products Tanker,Small Tanker,2004,MT Maritime,Singapore (SGP),NKK,18/6/2019,, , ,,
9477531,SHAMROCK MERCURY,11628,Chemical/Oil Products Tanker,Small Tanker,2010,ULTRATANK,Panama (PAN),NKK,23/9/2020,, , ,,
9330460,SAEHAN INTRASIA,11634,Chemical Tanker,Small Tanker,2005,SAEHAN MARINE,Korea (Republic of) (KOR),KR,1/11/2019,, , ,,
9489285,OLYMPIC SEA,58418,Crude Oil Tanker,Aframax,2008,Olympic Shipping,Marshall Islands (MHL),ABS,25/4/2018,, , ,,
9489297,OLYMPIC SKY,58418,Crude Oil Tanker,Aframax,2008,Olympic Shipping,Marshall Islands (MHL),ABS,22/5/2018,, , ,,
9293002,S PUMA,58418,Crude Oil Tanker,Aframax,2005,GATIK SHIPMANAGEMENT,Liberia (LBR),ABS,26/5/2020,, , ,,
9323077,LAVRAKI,11638,Chemical/Oil Products Tanker,Small Tanker,2007,Fairfield Chemical Carriers,Marshall Islands (MHL),ABS,26/2/2017,, , ,,
9383869,SARASOTA A,58418,Crude Oil Tanker,Aframax,2008,CARDIFF MARINE,Malta (MLT),ABS,23/10/2018,, , ,,
9485863,FG ROTTERDAM,11640,Chemical/Oil Products Tanker,Small Tanker,2012,Fleet Management Limited,Panama (PAN),KR,17/6/2017,, , ,,
9367401,ORCHID MADEIRA,11640,Chemical/Oil Products Tanker,Small Tanker,2009,Stolt Tankers,Marshall Islands (MHL),NKK,21/4/2019,, , ,,
9367413,ORCHID SYLT,11640,Chemical/Oil Products Tanker,Small Tanker,2009,Stolt Tankers,Marshall Islands (MHL),NKK,10/4/2019,, , ,,
9330604,AFRAPEARL,58442,Crude Oil Tanker,Aframax,2007,Stealth Maritime,Liberia (LBR),ABS,23/2/2017,, , ,,
9360946,MTM NORTH SOUND,11641,Chemical/Oil Products Tanker,Small Tanker,2006,MT Maritime,Singapore (SGP),NKK,12/11/2019,, , ,,
9404936,PRO ALLIANCE,58614,Crude Oil Tanker,Aframax,2008,SK GROUP,Panama (PAN),KR,11/8/2018,, , ,,
9404948,PRO TRIUMPH,58614,Crude Oil Tanker,Aframax,2009,SK GROUP,Panama (PAN),KR,20/1/2019,, , ,,
9345908,MTM SHANGHAI,11641,Chemical/Oil Products Tanker,Small Tanker,2006,MT Maritime,Singapore (SGP),NKK,31/8/2016,, , ,,
9311256,MONAX,11642,Chemical/Oil Products Tanker,Small Tanker,2005,Stolt Tankers,Marshall Islands (MHL),ABS,11/7/2020,, , ,,
9477529,MTM SINGAPORE,11643,Chemical Tanker,Small Tanker,2011,MT Maritime,Singapore (SGP),NKK,23/2/2021,, , ,,
9267364,STAR VALIANT,58657,Crude Oil Tanker,Aframax,2003,Waruna Nusa Sentana,Indonesia (IDN),ABS,26/7/2018,, , ,,
9389083,AGRARI,58667,Crude Oil Tanker,Aframax,2009,CARDIFF MARINE,Malta (MLT),ABS,9/6/2019,YES, , ,,
9395329,BOTAFOGO,58667,Crude Oil Tanker,Aframax,2010,CARDIFF MARINE,Malta (MLT),ABS,8/12/2019,, , ,,
9395331,COROSSOL,58667,Crude Oil Tanker,Aframax,2010,CARDIFF MARINE,Malta (MLT),ABS,15/12/2019,, , ,,
9308833,LOVINA,58667,Crude Oil Tanker,Aframax,2005,TMS Tankers,Marshall Islands (MHL),ABS,5/9/2020,YES, , ,,
9389095,MINDORO,58667,Crude Oil Tanker,Aframax,2009,CARDIFF MARINE,Malta (MLT),ABS,29/6/2019,YES, , ,,
9389100,MYRTOS,58667,Crude Oil Tanker,Aframax,2009,CARDIFF MARINE,Malta (MLT),ABS,28/10/2019,YES, , ,,
9407093,CHEM MIA,11645,Chemical/Oil Products Tanker,Small Tanker,2008,Ace Tankers,Liberia (LBR),NKK,29/7/2018,, , ,,
9384069,SAETTA,58667,Crude Oil Tanker,Aframax,2009,CARDIFF MARINE,Marshall Islands (MHL),ABS,18/1/2019,YES, , ,,
9407081,GOLDEN YOSA,11645,Chemical/Oil Products Tanker,Small Tanker,2008,Dorval SC,Panama (PAN),NKK,2/6/2018,, , ,,
9389071,SCORPIO,58667,Crude Oil Tanker,Aframax,2009,CARDIFF MARINE,Cayman Islands (CYM),ABS,8/4/2019,, , ,,
9360960,CITY ISLAND,11647,Chemical/Oil Products Tanker,Small Tanker,2007,Stolt Tankers,Marshall Islands (MHL),NKK,9/3/2017,, , ,,
9308821,ZUMA,58678,Crude Oil Tanker,Aframax,2005,TMS Tankers,Liberia (LBR),ABS,10/6/2020,, , ,,
9249130,BUTTERFLY A,58918,Crude Oil Tanker,Aframax,2004,SOVCOMFLOT,Liberia (LBR),NV,27/9/2019,, , ,,
9249128,SAKHALIN ISLAND,58918,Crude Oil Tanker,Aframax,2004,SUN SHIP MANAGEMENT,Panama (PAN),IRS,10/5/2019,YES, ,YES,,YES
9488011,ELONA,59024,Crude Oil Tanker,LR2,2012,Eastern Mediterranean Maritime Ltd,Malta (MLT),ABS,31/10/2016,YES, , ,,YES
9477567,MTM ROTTERDAM,11651,Chemical/Oil Products Tanker,Small Tanker,2011,MT Maritime,"Hong Kong, China (HKG)",NKK,5/6/2016,, , ,,
9488023,JAG LARA,59024,Crude Oil Tanker,Aframax,2012,NYK,India (IND),ABS,26/3/2017,, , ,,
9527075,FAIRCHEM KISO,11653,Chemical/Oil Products Tanker,Small Tanker,2011,Fairfield Chemical Carriers,Marshall Islands (MHL),NKK,26/12/2015,, , ,,
9321847,EMILY S,59158,Crude Oil Tanker,Aframax,2006,SUNNE CO LTD,Panama (PAN),LRS,29/8/2016,YES, , ,,
9332781,MARS SUN,59158,Crude Oil Tanker,Aframax,2006,ZODIAC MARITIME,Liberia (LBR),LRS,11/12/2016,, , ,,
9407067,GWEN,11653,Chemical/Oil Products Tanker,Small Tanker,2008,ULTRATANK,Marshall Islands (MHL),NKK,27/3/2018,, , ,,
9317717,SHIP 111,59158,Crude Oil Tanker,Aframax,2005,Sillo Maritime Perdana,Indonesia (IDN),ABS,7/12/2022,, , ,,
9276250,YELLOW PARK,11654,Oil Products Tanker,Small Tanker,2003,Waruna Nusa Sentana,Indonesia (IDN),NKK,4/7/2018,, , ,,
9477505,CHEM TAURUS,11655,Chemical/Oil Products Tanker,Small Tanker,2010,Ace Tankers,Liberia (LBR),NKK,10/12/2019,, , ,,
9343338,ALJALAA,59164,Crude Oil Tanker,Aframax,2007,CORE PETROLEUM,"Hong Kong, China (HKG)",NKK,12/12/2017,, , ,,
9343352,ALQADISIA,59164,Crude Oil Tanker,Aframax,2008,CORE PETROLEUM,"Hong Kong, China (HKG)",NKK,25/7/2018,, , ,,
9333785,CAPRICORN SUN,59164,Crude Oil Tanker,Aframax,2007,ZODIAC MARITIME,Liberia (LBR),LRS,28/7/2017,, , ,,
9343340,GEMINI SUN,59164,Crude Oil Tanker,Aframax,2008,ZODIAC MARITIME,Liberia (LBR),LRS,7/4/2018,, , ,,
9332822,NICHOLE,59164,Crude Oil Tanker,Aframax,2007,SINO SHIPMANAGEMENT,"Hong Kong, China (HKG)",LRS,13/5/2017,YES, , ,YES,YES
9276262,GREEN PARK,11656,Oil Products Tanker,Small Tanker,2003,Waruna Nusa Sentana,Indonesia (IDN),NKK,31/5/2018,, , ,,
9563500,XING HAI HUA 728,11656,Oil Products Tanker,Small Tanker,2009,UNKNOWN,China Peoples's Republic (CHN),CCS,16/8/2019,, , ,,
9358632,CELSIUS MAYFAIR,11660,Chemical/Oil Products Tanker,Small Tanker,2007,Celsius Shipping,Marshall Islands (MHL),NKK,16/12/2016,, , ,,
9352597,LILA ACE,11662,Chemical/Oil Products Tanker,Small Tanker,2006,UNKNOWN,Liberia (LBR),KR,29/2/2016,, , ,,
9332810,ODYSSEUS,59164,Crude Oil Tanker,Aframax,2007,GATIK SHIPMANAGEMENT,St.Kitts and Nevis (KNA),LRS,30/3/2017,YES, , ,YES,YES
9332834,WISDOM'S DAUGHTER,59164,Crude Oil Tanker,Aframax,2007,CORAL,St.Kitts and Nevis (KNA),LRS,13/5/2017,, , ,,
9378618,PIONEER BAY,59172,Crude Oil Tanker,Aframax,2008,Maersk Tankers,Singapore (SGP),ABS,22/6/2018,, , ,,
9378632,POSEIDON BAY,59172,Crude Oil Tanker,Aframax,2009,Maersk Tankers,Singapore (SGP),ABS,3/4/2019,, , ,,
9347152,OCEAN PIONEER,11662,Chemical/Oil Products Tanker,Small Tanker,2007,SINOKOR MERCHANT MARINE,Marshall Islands (MHL),KR,23/6/2017,, , ,,
9352585,PETROLIMEX 20,11662,Chemical/Oil Products Tanker,Small Tanker,2005,VITACO,Vietnam (VNM),ABS,15/5/2020,, , ,,
9749714,SOUTHERN ROBIN,11662,Chemical/Oil Products Tanker,Small Tanker,2018,Sansho Kaiun,Liberia (LBR),NKK,24/7/2018,, , ,,
9749702,SOUTHERN UNICORN,11662,Chemical/Oil Products Tanker,Small Tanker,2018,Sansho Kaiun,Liberia (LBR),NKK,26/10/2018,, , ,,
9378620,VARVARA,59172,Crude Oil Tanker,Aframax,2008,UNKNOWN,St.Kitts and Nevis (KNA),ABS,3/12/2018,, , ,YES,
9505924,MTM HOUSTON,11668,Chemical/Oil Products Tanker,Small Tanker,2010,MT Maritime,Singapore (SGP),NKK,25/9/2020,, , ,,
9505936,STOLT ILEX,11668,Chemical/Oil Products Tanker,Small Tanker,2010,Stolt Tankers,Liberia (LBR),LRS,2/7/2020,, , ,,
9457610,FPMC P HERO,59174,Crude Oil Tanker,Aframax,2011,GLENCORE,Liberia (LBR),ABS,30/11/2016,, , ,,
9358644,SEA HARVEST,11676,Chemical/Oil Products Tanker,Small Tanker,2007,Equatorial Marine,"Hong Kong, China (HKG)",NKK,31/3/2017,, , ,,
9459709,FPMC P IDEAL,59174,Crude Oil Tanker,Aframax,2012,Formosa,Liberia (LBR),ABS,19/2/2022,, , ,,
9384564,RED SUN,59177,Crude Oil Tanker,Aframax,2008,MERCURIA,Liberia (LBR),LRS,14/9/2018,, , ,,
9358620,AL SHAFFIAH,11679,Chemical/Oil Products Tanker,Small Tanker,2006,Bihar International,Saudi Arabia (SAU),LRS,8/6/2016,, , ,,
9339351,NORDIC MAYA,11690,Chemical/Oil Products Tanker,Small Tanker,2005,"Mitsui O.S.K. Lines, Ltd.",Denmark (DIS) (DIS),BV,10/10/2020,, , ,,
9213193,NEW WINNER,11697,Chemical/Oil Products Tanker,Small Tanker,2000,Waruna Nusa Sentana,Indonesia (IDN),LRS,1/9/2020,, , ,,
8530386,BA FANG YUAN 7,11698,Oil Products Tanker,Small Tanker,2016,UNKNOWN,China Peoples's Republic (CHN),#N/A,#N/A,, , ,,
9565625,SAEHAN LIBERTY,11704,Chemical/Oil Products Tanker,Small Tanker,2011,SAEHAN MARINE,Singapore (SGP),NKK,25/11/2015,, , ,,
9565742,PVT SUNRISE,11705,Chemical/Oil Products Tanker,Small Tanker,2011,PV OIL,Panama (PAN),NKK,24/10/2016,, , ,,
9565766,BOCHEM CHENNAI,11707,Chemical/Oil Products Tanker,Small Tanker,2012,Hansa Tankers,Panama (PAN),ABS,14/3/2022,, , ,,
9383950,STAR PROSPERITY,59179,Crude Oil Tanker,Aframax,2009,Maersk Tankers,Marshall Islands (MHL),NKK,22/3/2017,, , ,,
9457608,LEO SUN,59180,Crude Oil Tanker,Aframax,2011,ZODIAC MARITIME,Liberia (LBR),LRS,27/9/2016,, , ,,
9402316,LIBRA SUN,59180,Crude Oil Tanker,Aframax,2010,CORE PETROLEUM,Liberia (LBR),LRS,21/1/2020,, , ,,
9392822,BERICA,59258,Crude Oil Tanker,Aframax,2008,PENFIELD MARINE,Bahamas (BHS),ABS,26/10/2018,, , ,YES,
9402263,SELIGER,59258,Crude Oil Tanker,Aframax,2009,NAVIG8,Liberia (LBR),NKK,15/3/2019,, , ,,
9360934,AMI,11708,Chemical/Oil Products Tanker,Small Tanker,2006,KMARIN LNG CO LTD,Panama (PAN),NKK,31/7/2016,, , ,,
9492957,SFL ELBE,11709,Chemical/Oil Products Tanker,Small Tanker,2008,UNKNOWN,Marshall Islands (MHL),CCS,14/8/2018,, , ,,
9402213,VELOS EMERALD,59259,Crude Oil Tanker,Aframax,2008,NAVIG8,Marshall Islands (MHL),NKK,15/4/2018,, , ,,
9402225,RAYSUT,59262,Crude Oil Tanker,Aframax,2009,GLENCORE,Panama (PAN),NKK,16/9/2019,, , ,,
9334727,DUGI OTOK,59315,Crude Oil Tanker,Aframax,2008,Tankerska New Generation (TNG),Croatia (HRV),BV,3/10/2018,, , ,,
9334739,OLIB,59315,Crude Oil Tanker,Aframax,2009,Tankerska Plovidba,Croatia (HRV),BV,23/11/2018,, , ,,
9800726,CRESCENT RIVER,59333,Crude Oil Tanker,Aframax,2019,NYK,Singapore (SGP),NKK,14/6/2019,, , ,,
9800738,OCEANA RIVER,59333,Crude Oil Tanker,Aframax,2019,NYK,Singapore (SGP),NKK,14/8/2019,, , ,,
9402249,CHINA DAWN,59408,Crude Oil Tanker,Aframax,2009,PENFIELD MARINE,Panama (PAN),ABS,15/7/2019,, , ,,
